Supplier,Purchaser,CDR Group,CDR Method,Status,Tons Purchased,Total price (USD),Tons Delivered,Announcement Date,Announcement Link,Demand-side Marketplace,Supply-side Marketplace,Year,Month,Day
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.8,,0.8,2023-12-15 00:00:00,patch order id: ord_prod_be777d869c8f5814756f3d0cfc28136a,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_acacfa12e6f35b660d0264160a92342e,0,Patch,2023,12,15
Freres Biochar,Ticket Tailor,BiCRS,Biochar,delivered,39.0,,39.0,2022-04-28 00:00:00,supercritical report,0,Supercritical,2022,04,28
Oplandske Bioenergi (OBIO),Lauget Kaffi og Kultur,BiCRS,Biochar,delivered,1.1,,1.1,2023-03-09 00:00:00,marketplace report,Down to Earth,Puro,2023,03,09
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,2000.0,,,2022-11-09 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,11,09
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,215.2,,215.2,2023-07-17 14:16:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,07,17
GreenSand,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,3.5,,,2023-12-15 00:00:00,patch order id: ord_prod_dba57b76fdc7eb1f45e2e7b7cbede3c4,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,100.0,,,2023-10-03 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,03
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_51dc0aa0444ae48eacd2418b752df7a2,0,Patch,2023,12,15
UNDO,Plural UK Management Limited,ERW,Enhanced Weathering,undelivered,40.0,,,2023-03-13 00:00:00,supercritical report,0,Supercritical,2023,03,13
Nordgau,Doordash,BiCRS,Biochar,delivered,200.0,30000,200.0,2022-09-16 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Watershed,Puro,2022,09,16
GreenSand,Aggregate Purchase,ERW,Enhanced weathering,undelivered,2.0,236,,2021-06-06 00:00:00,https://onedrive.live.com/?cid=bf94cf093bb9fc8c&id=BF94CF093BB9FC8C%21182675&ithint=file%2Cpdf&authkey=%21AHAKzxlGEAuntKI,0,Carbon Removed,2021,06,06
Ecoera,Aggregate Purchase,BiCRS,Biochar,undelivered,5.3,,,2023-12-15 00:00:00,patch order id: ord_prod_6aea5470321bf9bc0fe1bd874ec5f47f,0,Patch,2023,12,15
Octavia Carbon,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,5.0,,,2023-09-04 00:00:00,Data partner submission through Portal,0,Klimate,2023,09,04
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,5.0,,5.0,2021-02-02 00:00:00,https://charmindustrial.com/order?orderId=rec5G8zueTh9bY5eV,0,0,2021,02,02
Charm Industrial,Terraset,BiCRS,Bio-oil,undelivered,152.6,91577,,2023-03-09 00:00:00,purchaser report,0,0,2023,03,09
UNDO,Aggregate Purchase,ERW,Enhanced weathering,undelivered,35.0,28000,,2022-12-19 00:00:00,marketplace report,0,Ceezer,2022,12,19
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,100.0,,,2023-10-03 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,03
GreenSand,Sourceful,ERW,Enhanced weathering,delivered,800.0,,800.0,2021-03-30 00:00:00,certificate,0,0,2021,03,30
Wakefield Biochar,Brad Jannenga,BiCRS,Biochar,delivered,1.0,,1.0,2023-08-22 00:00:00,https://registry.puro.earth/carbon-sequestration/projects/Biochar/Wakefield-Biochar-Facility-2/643002406801000718,Supercritical,Puro,2023,08,22
Hjelmsäters Egendom,Unknown,BiCRS,Biochar,delivered,35.0,7000,35.0,2021-12-15 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Watershed,Puro,2021,12,15
Dutch Carboneers,Dr. Ernst Martin Weihreter,BiCRS,Biochar,delivered,50.0,7013,50.0,2023-07-22 00:00:00,supplier report,0,0,2023,07,22
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_bb949e8b9fe704b51ad47fad4b55fedd,0,Patch,2023,12,15
Wakefield Biochar,Tide Platform,BiCRS,Biochar,delivered,211.0,,211.0,2023-02-27 00:00:00,marketplace report,Puro,Supercritical,2023,02,27
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.4,,,2023-12-15 00:00:00,patch order id: ord_prod_86f21745dc4521c38a152d32c9537cea,0,Patch,2023,12,15
Oregon Biochar Solutions,Swiss Re ,BiCRS,Biochar,delivered,6.0,,6.0,2021-11-12 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,11,12
Pyrocal,GoCardless,BiCRS,Biochar,delivered,6.0,3600,6.0,2022-10-17 00:00:00,0,Lune,Puro,2022,10,17
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,6.9,,6.9,2021-09-20 16:57:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,09,20
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_7b50043a15205e45b4a51327ee08d606,0,Patch,2023,12,15
UNDO,Aggregate Purchase,ERW,Enhanced weathering,undelivered,5.0,,,2022-03-31 00:00:00,marketplace report,0,Supercritical,2022,03,31
CarbonBuilt,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_bc37d6ff19f9f139cc7aceeca630dcd2,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,5.0,1250,,2022-09-27 00:00:00,https://onedrive.live.com/?authkey=%21AE0ryw3959qiUWI&cid=BF94CF093BB9FC8C&id=BF94CF093BB9FC8C%21289642&parId=BF94CF093BB9FC8C%21185220&o=OneUp,Carbon Removed,Stripe Climate,2022,09,27
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.4,,0.4,2023-12-15 00:00:00,patch order id: ord_prod_51ff53cab7ab390d7674d19959f78bd6,0,Patch,2023,12,15
Bioenergie Frauenfeld,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,199.5,,199.5,2022-11-25 10:50:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,11,25
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,15.0,,,2023-12-15 00:00:00,patch order id: ord_prod_dbbd5e37c8762ba7b704d4481091fcd2,0,Patch,2023,12,15
Pacific Biochar,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,93.9,,93.9,2023-08-14 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,08,14
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,38.0,,,2022-12-22 00:00:00,marketplace report,0,Watershed,2022,12,22
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_a4b90dd6b33b1a52d7549a1257e795f1,0,Patch,2023,12,15
Carbon Atlantis,Frontier,DAC/Mineralization,DAC,undelivered,275.0,500000,,2023-09-07 00:00:00,https://frontierclimate.com/writing/fall-2023-purchases,0,0,2023,09,07
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_f6912f2429aee109295f6e3f855ffc52,0,Patch,2023,12,15
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.4,,0.4,2021-12-23 00:00:00,https://charmindustrial.com/order?orderId=receUL1tyqPzK4xV6,0,0,2021,12,23
Levitree,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,100.0,,,2023-12-15 00:00:00,patch order id: ord_prod_36a9088177ebec253419c4c3bbf91520,0,Patch,2023,12,15
Heirloom,Microsoft,DAC/Mineralization,DAC,undelivered,0.0,,,2022-08-09 00:00:00,https://www.datacenterdynamics.com/en/news/microsoft-buys-carbon-removal-credits-from-direct-air-capture-heirloom/,0,0,2022,08,09
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,11.2,,,2023-12-15 00:00:00,patch order id: ord_prod_7e444244637015c5a046c9c09d0ccb4a,0,Patch,2023,12,15
Freres Biochar,Öresundskraft AB,BiCRS,Biochar,delivered,11.0,,11.0,2021-12-22 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2021,12,22
Wakefield Biochar,WHEB Asset Management LLP,BiCRS,Biochar,undelivered,1.0,,,2023-05-26 00:00:00,supercritical report,0,Supercritical,2023,05,26
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,2.9,,2.9,2021-03-17 16:27:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,03,17
Charm Industrial,Figma,BiCRS,Bio-oil,partial,20.0,,1.0,2021-12-06 00:00:00,https://charmindustrial.com/order?orderId=recYiNvHWAI2ccUvg,0,Stripe Climate,2021,12,06
Aggregate Supplier (Marketplace Report),NextGen,Unknown,Unspecified,undelivered,193125.0,,,2023-04-27 00:00:00,https://www.southpole.com/news/nextgen-establishes-worlds-largest-diversified-portfolio-of-permanent-carbon-dioxide-removals,0,0,2023,04,27
Energiewerk Ilg,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,1.4,,1.4,2022-07-06 19:54:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,07,06
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,15.6,,,2023-12-15 00:00:00,patch order id: ord_prod_b57cdd8d9288316642d97e174c5fa680,0,Patch,2023,12,15
Carbon Engineering,Apheris AI,DAC/Mineralization,DAC,undelivered,4.0,,,2023-07-27 00:00:00,0,0,Supercritical,2023,07,27
Everest Carbon,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,5.0,,,2023-12-15 00:00:00,patch order id: ord_prod_51c1c963897404df7e0bbae0adcdc069,0,Patch,2023,12,15
Douglas County Forest Products,PPC Protect,BiCRS,Biochar,delivered,10.0,,10.0,2021-12-21 00:00:00,supercritical report,0,Supercritical,2021,12,21
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_09ae8ad6390e6b793fb5ba6bcfd11567,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_1f70f5f20df1c7f39c74f178795aa4d9,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,delivered,5.0,,5.0,2021-06-16 00:00:00,https://charmindustrial.com/order?orderId=recnhXfy1crieGXSD,0,Klimate,2021,06,16
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,7.2,,,2023-12-15 00:00:00,patch order id: ord_prod_97343ed96553d165456fc7bd9d0d8266,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,158.0,,,2022-05-26 00:00:00,marketplace report report,0,Watershed,2022,05,26
InterEarth,WRLD Foundation,BiCRS,Biomass Burial,undelivered,402.0,17547,,2022-12-01 00:00:00,0,0,Milkywire,2022,12,01
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_8e2930dea0882f2b729ad7d1a767d457,0,Patch,2023,12,15
UNDO,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,4.5,,,2023-12-15 00:00:00,patch order id: ord_prod_5bd9b258e3eabfe35aa0330e56d042c0,0,Patch,2023,12,15
Carbon Cycle,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,297.8,,297.8,2021-09-20 16:57:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,09,20
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,undelivered,450.0,,,2021-12-10 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2021,12,10
Pacific Biochar,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,500.5,,500.5,2023-03-21 00:00:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,03,21
Vaulted Deep,Frontier,BiCRS,Biomass Burial,undelivered,1666.0,500000,,2023-09-07 00:00:00,https://frontierclimate.com/writing/fall-2023-purchases,0,0,2023,09,07
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,113.6,,,2023-12-15 00:00:00,patch order id: ord_prod_033ae04f56a69b5e13fde724da26e842,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,28.0,,,2023-04-05 00:00:00,marketplace report,0,Watershed,2023,04,05
Carbofex,Unknown,BiCRS,Biochar,delivered,10.0,,10.0,2020-12-02 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2020,12,02
Douglas County Forest Products,Aggregate Purchase,BiCRS,Biochar,delivered,1.0,,1.0,2022-03-31 00:00:00,marketplace report,0,Supercritical,2022,03,31
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_1d7fac1a8c85de55eb2187a139b32416,0,Patch,2023,12,15
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,2.2,,2.2,2022-03-28 11:51:00,Carbonfuture Marketplace Report,0,Carbonfuture,2022,03,28
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,6.3,,6.3,2023-12-15 00:00:00,patch order id: ord_prod_ba7849f63c11ca4fbf4ae76a53fe4344,0,Patch,2023,12,15
Neustark,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.0,,887.0,2023-09-11 00:00:00,https://www.neustark.com/en/our-impact,0,0,2023,09,11
Brilliant Planet,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_cd0cebecd39691a3c666d066ece41d86,0,Patch,2023,12,15
Eion,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,4.0,,,2023-12-15 00:00:00,patch order id: ord_prod_f4240edd4a6dff4bb3ea0adc78ee772f,0,Patch,2023,12,15
Nordgau,Individual,BiCRS,Biochar,delivered,4.0,844,4.0,2022-11-30 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Accend,Puro,2022,11,30
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,1.0,,1.0,2023-12-15 00:00:00,patch order id: ord_prod_ee90f3c52de4ef9bfb852e1269d8ed96,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,3.0,,,2023-04-05 00:00:00,marketplace report,0,Watershed,2023,04,05
Octavia Carbon,Aggregate Purchase,DAC/Mineralization,DAC,undelivered,3.8,,,2023-09-04 00:00:00,Data partner submission through Portal,0,Klimate,2023,09,04
Carbofex,Microsoft,BiCRS,Biochar,delivered,36.0,10206,36.0,2022-06-20 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,06,20
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,2.5,,,2023-12-15 00:00:00,patch order id: ord_prod_8342f9cc60dfec33e7fb4638d8f3b4b6,0,Patch,2023,12,15
Kodama Systems,Frontier,BiCRS,Biomass Burial,undelivered,416.0,250000,,2022-12-15 00:00:00,https://github.com/frontierclimate/carbon-removal-source-materials/blob/main/Purchase%20Agreements/2022%20Fall/Kodama%20R_D%20Grant.pdf,0,0,2022,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_8cdac01816613e9d01503cc5defac603,0,Patch,2023,12,15
Cella,Frontier,DAC/Mineralization,Mineralization,undelivered,2198.0,500000,,2022-12-15 00:00:00,https://github.com/frontierclimate/carbon-removal-source-materials/blob/main/Purchase%20Agreements/2022%20Fall/Cella%20Purchase%20Agreement.pdf,0,0,2022,12,15
Wakefield Biochar,Swiss Re ,BiCRS,Biochar,delivered,2700.0,,2700.0,2023-01-18 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,0,Puro,2023,01,18
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.3,,,2023-12-15 00:00:00,patch order id: ord_prod_48bb1e2898f0c8f287d640f7ed102aa6,0,Patch,2023,12,15
Carbofex,Albion Capital Group,BiCRS,Biochar,delivered,10.0,,10.0,2022-02-04 00:00:00,https://registry.puro.earth/carbon-sequestration,Supercritical,Puro,2022,02,04
Oregon Biochar Solutions,Swiss Re ,BiCRS,Biochar,delivered,212.0,,212.0,2022-01-12 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,01,12
Eion,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,10.4,,,2023-12-15 00:00:00,patch order id: ord_prod_6f1c7c429f67be546c4034ad690de572,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,4.6,,,2023-12-15 00:00:00,patch order id: ord_prod_7836a8277d546e5bf9a91fb5219a1843,0,Patch,2023,12,15
Wakefield Biochar,PLANIT I.E. LIMITED,BiCRS,Biochar,undelivered,10.0,,,2023-06-22 00:00:00,0,0,Supercritical,2023,06,22
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,12.4,,12.4,2023-12-15 00:00:00,patch order id: ord_prod_5e35c6279269a96409bd160d6c8ad94f,0,Patch,2023,12,15
Carbofex,Miralis,BiCRS,Biochar,delivered,20.0,,20.0,2022-03-14 00:00:00,supercritical report,0,Supercritical,2022,03,14
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,1.0,,1.0,2020-05-13 00:00:00,https://charmindustrial.com/order?orderId=recGk0wPJr8td4Ckc,0,0,2020,05,13
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,53.0,,,2022-12-13 00:00:00,0,0,Watershed,2022,12,13
Brilliant Planet,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_0f2607eb3fdb11da2bbc2d10db817da6,0,Patch,2023,12,15
1PointFive,All Nippon Airways,DAC/Mineralization,DAC,undelivered,10000.0,,,2023-08-01 00:00:00,https://www.anahd.co.jp/group/en/pr/202308/20230801.html?,0,0,2023,08,01
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,4.0,,4.0,2023-12-15 00:00:00,patch order id: ord_prod_22eef1d1463869a2d252a4721c0c8e2a,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,9.0,,,2023-12-15 00:00:00,patch order id: ord_prod_43463a257096a1a690c157aa5ae5ac1d,0,Patch,2023,12,15
UNDO,Unknown,ERW,Enhanced Weathering,delivered,11.0,8800,11.0,2023-04-17 00:00:00,0,0,Ceezer,2023,04,17
UNDO,Aggregate Purchase,ERW,Enhanced Weathering,undelivered,250.0,,,2023-06-06 00:00:00,0,0,Klimate,2023,06,06
Carbo Culture,Aggregate Purchase,BiCRS,Biochar,undelivered,2.0,,,2023-12-15 00:00:00,patch order id: ord_prod_add27e0cc3c60af0b06a7adb210d94e8,0,Patch,2023,12,15
Novocarbo,Aggregate Purchase,BiCRS,Biochar,delivered,20.0,4300,20.0,2022-03-31 00:00:00,0,Cloverly,Puro,2022,03,31
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,0.2,,0.2,2022-01-09 00:00:00,https://charmindustrial.com/order?orderId=recTz3053D4jCwxhv,0,0,2022,01,09
Echo2,Pala Investments,BiCRS,Biochar,delivered,18.0,3384,18.0,2022-08-25 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,08,25
Banyu Carbon,Frontier,Ocean CDR,Direct Ocean Removal,undelivered,360.0,500000,,2023-09-07 00:00:00,https://frontierclimate.com/writing/fall-2023-purchases,0,0,2023,09,07
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,8.3,,8.3,2022-02-17 00:00:00,https://charmindustrial.com/order?orderId=recsGbZYRTHDtZrmj,0,0,2022,02,17
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,0.2,,,2023-12-15 00:00:00,patch order id: ord_prod_7407c8ea687c2b611636dffc01421705,0,Patch,2023,12,15
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,undelivered,75.0,,,2023-12-15 00:00:00,patch order id: ord_prod_0c53ce78b19fcb76f25fbd5f4707393e,0,Patch,2023,12,15
Oplandske Bioenergi (OBIO),Sparebank 1 SR-Bank,BiCRS,Biochar,delivered,49.0,,49.0,2023-05-23 00:00:00,marketplace report,Down to Earth,Puro,2023,05,23
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,0.3,,,2023-12-15 00:00:00,patch order id: ord_prod_4f6f5651ad39f642d7dc0d8445e36e4c,0,Patch,2023,12,15
Carbon Lockdown,Aggregate Purchase,BiCRS,Biomass Burial,undelivered,1.0,,,2023-12-15 00:00:00,patch order id: ord_prod_cf94a7726567640ea1ba85b6185af6ec,0,Patch,2023,12,15
Carbon Engineering,The Craftory Limited,DAC/Mineralization,DAC,undelivered,7.0,,,2023-06-19 00:00:00,0,0,Supercritical,2023,06,19
Running Tide,Aggregate Purchase,BiCRS,Biomass Sinking,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_2a340008e566bcc34943bc6f6b557f24,0,Patch,2023,12,15
Echo2,Microsoft,BiCRS,Biochar,delivered,4.0,596,4.0,2022-06-20 00:00:00,https://registry.puro.earth/carbon-sequestration,0,Puro,2022,06,20
Charm Industrial,Individual,BiCRS,Bio-oil,delivered,8.0,,8.3,2021-12-18 00:00:00,https://charmindustrial.com/order?orderId=recQxYUexS55wLD0a,0,0,2021,12,18
Varaha Climate AG,Aggregate Purchase,BiCRS,Biochar,undelivered,650.0,,,2023-10-04 00:00:00,Data partner submission through Portal,0,Klimate,2023,10,04
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,undelivered,6.6,,,2023-12-15 00:00:00,patch order id: ord_prod_6af27f7d305c44d8076b02131b63d251,0,Patch,2023,12,15
Charm Industrial,Aggregate Purchase,BiCRS,Bio-oil,undelivered,35.0,,,2023-03-24 00:00:00,marketplace report,0,Watershed,2023,03,24
Wakefield Biochar,Aggregate Purchase,BiCRS,Biochar,delivered,26.0,,26.0,2023-07-19 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Supercritical,Puro,2023,07,19
Carbonfuture Supplier,Carbonfuture Anonymous Purchaser,BiCRS,Biochar,delivered,20.0,,20.0,2023-03-17 11:03:00,Carbonfuture Marketplace Report,0,Carbonfuture,2023,03,17
Carbo Culture,NextGen,BiCRS,Biochar,undelivered,0.0,,,2023-04-26 00:00:00,https://www.southpole.com/news/nextgen-establishes-worlds-largest-diversified-portfolio-of-permanent-carbon-dioxide-removals,0,0,2023,04,26
Novocarbo,Aggregate Purchase,BiCRS,Biochar,delivered,7.7,,7.7,2023-12-15 00:00:00,patch order id: ord_prod_5248c9cabb967b39623b6815bf07229b,0,Patch,2023,12,15
Wakefield Biochar,Joshua Haywood,BiCRS,Biochar,delivered,5.0,,5.0,2023-06-01 00:00:00,0,0,Supercritical,2023,06,01
Bussme Energy,Wise,BiCRS,Biochar,delivered,37.0,5550,37.0,2022-09-28 00:00:00,https://registry.puro.earth/carbon-sequestration/retirements,Watershed,Puro,2022,09,28
Charm Industrial,Typeform,BiCRS,Bio-oil,partial,8.0,,1.0,2021-12-16 00:00:00,https://charmindustrial.com/order?orderId=rec5mDmsca6nqn6fe,0,0,2021,12,16
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.6,,0.6,2023-12-15 00:00:00,patch order id: ord_prod_d3837e2cb1f865d3cdb06e7152140d0a,0,Patch,2023,12,15
CarbonCure,Aggregate Purchase,DAC/Mineralization,Mineralization,delivered,0.2,,0.2,2023-12-15 00:00:00,patch order id: ord_prod_6c809bc9303d5608507710f455b787b3,0,Patch,2023,12,15
